,ParticipantID,Type,TestID,TrialID,StudyID,Fluent,Training,Font,Sample,Category,Response,Correct,Seen,Foil,RT,RTnorm,JoM,JoL,Date
157,2,lexical,1,14,2,True,Graphic designer,arial,uncessified,non-word,Sure non-word,1.0,,,5900.0,8.682707629893809,67,very easy to read,30-05-2019 12:41
158,2,lexical,1,15,2,True,Graphic designer,arial,takes,word,Sure word,1.0,,,1557.0,7.350516171833997,67,very easy to read,30-05-2019 12:41
159,2,lexical,1,16,2,True,Graphic designer,arial,trying,word,Sure word,1.0,,,1469.0,7.292337176173878,67,very easy to read,30-05-2019 12:41
160,2,lexical,1,17,2,True,Graphic designer,arial,morning,word,Sure word,1.0,,,1558.0,7.351158226430694,67,very easy to read,30-05-2019 12:41
161,2,lexical,1,18,2,True,Graphic designer,arial,advice,word,Sure word,1.0,,,1024.0,6.931471805599452,67,very easy to read,30-05-2019 12:41
162,2,lexical,1,19,2,True,Graphic designer,arial,alont,non-word,Sure non-word,1.0,,,2096.0,7.647786045440933,67,very easy to read,30-05-2019 12:41
163,2,lexical,1,20,2,True,Graphic designer,arial,immediative,non-word,Sure word,0.0,,,3053.0,8.023879992734878,67,very easy to read,30-05-2019 12:41
164,2,recognition,1,1,2,True,Graphic designer,sansforgetica,anstons,non-word,Sure seen,1.0,seen,anstons,3670.59375,8.208108712704021,67,very easy to read,30-05-2019 12:41
165,2,recognition,1,2,2,True,Graphic designer,sansforgetica,dreentic,non-word,Sure seen,1.0,seen,dreentic,6968.0,8.849083518532337,67,very easy to read,30-05-2019 12:41
166,2,recognition,1,3,2,True,Graphic designer,sansforgetica,occumeted,non-word,Probably not seen,1.0,not seen,occognality,8524.0,9.050640993218508,67,very easy to read,30-05-2019 12:41
167,2,recognition,1,4,2,True,Graphic designer,sansforgetica,mostly,word,Probably not seen,1.0,not seen,morning,3896.0,8.267705664762426,67,very easy to read,30-05-2019 12:41
168,2,recognition,1,5,2,True,Graphic designer,sansforgetica,martain,non-word,Sure seen,1.0,seen,martain,1735.0,7.45876269238096,67,very easy to read,30-05-2019 12:41
