,StudyID,ParticipantID,Fluent,Training,TestID,Type,TrialID,Font,Sample,Category,Response,Correct,Seen,Foil,RT,RTnorm,JoM,JoL,Date
147,2,2,True,Graphic designer,1,lexical,4,arial,economy,word,Sure word,1.0,,,1532.0,7.3343293503005365,67,very easy to read,30-05-2019 12:41
148,2,2,True,Graphic designer,1,lexical,5,arial,modern,word,Sure word,1.0,,,1145.0,7.0431599159883405,67,very easy to read,30-05-2019 12:41
149,2,2,True,Graphic designer,1,lexical,6,arial,dreentic,non-word,Sure non-word,1.0,,,3776.0,8.236420527265391,67,very easy to read,30-05-2019 12:41
150,2,2,True,Graphic designer,1,lexical,7,arial,rooms,word,Sure word,1.0,,,2208.0,7.699842407396986,67,very easy to read,30-05-2019 12:41
151,2,2,True,Graphic designer,1,lexical,8,arial,record,word,Sure word,1.0,,,1932.0,7.566311014772463,67,very easy to read,30-05-2019 12:41
152,2,2,True,Graphic designer,1,lexical,9,arial,damage,word,Sure word,1.0,,,1308.0,7.176254532017144,67,very easy to read,30-05-2019 12:41
153,2,2,True,Graphic designer,1,lexical,10,arial,hopeasis,non-word,Sure non-word,1.0,,,2753.0,7.920446505142607,67,very easy to read,30-05-2019 12:41
154,2,2,True,Graphic designer,1,lexical,11,arial,occognality,non-word,Probably non-word,1.0,,,2518.0,7.831220214604293,67,very easy to read,30-05-2019 12:41
155,2,2,True,Graphic designer,1,lexical,12,arial,anstons,non-word,Probably non-word,1.0,,,3155.0,8.056743774975313,67,very easy to read,30-05-2019 12:41
156,2,2,True,Graphic designer,1,lexical,13,arial,contact,word,Sure word,1.0,,,1414.0,7.254177846456518,67,very easy to read,30-05-2019 12:41
157,2,2,True,Graphic designer,1,lexical,14,arial,uncessified,non-word,Sure non-word,1.0,,,5900.0,8.68270762989381,67,very easy to read,30-05-2019 12:41
158,2,2,True,Graphic designer,1,lexical,15,arial,takes,word,Sure word,1.0,,,1557.0,7.350516171833998,67,very easy to read,30-05-2019 12:41
159,2,2,True,Graphic designer,1,lexical,16,arial,trying,word,Sure word,1.0,,,1469.0,7.292337176173877,67,very easy to read,30-05-2019 12:41
160,2,2,True,Graphic designer,1,lexical,17,arial,morning,word,Sure word,1.0,,,1558.0,7.351158226430694,67,very easy to read,30-05-2019 12:41
161,2,2,True,Graphic designer,1,lexical,18,arial,advice,word,Sure word,1.0,,,1024.0,6.931471805599453,67,very easy to read,30-05-2019 12:41
162,2,2,True,Graphic designer,1,lexical,19,arial,alont,non-word,Sure non-word,1.0,,,2096.0,7.647786045440933,67,very easy to read,30-05-2019 12:41
163,2,2,True,Graphic designer,1,lexical,20,arial,immediative,non-word,Sure word,0.0,,,3053.0,8.023879992734878,67,very easy to read,30-05-2019 12:41
164,2,2,True,Graphic designer,1,recognition,1,sansforgetica,anstons,non-word,Sure seen,1.0,seen,anstons,9629.0,9.172534657240284,67,very easy to read,30-05-2019 12:41
165,2,2,True,Graphic designer,1,recognition,2,sansforgetica,dreentic,non-word,Sure seen,1.0,seen,dreentic,6968.0,8.849083518532339,67,very easy to read,30-05-2019 12:41
166,2,2,True,Graphic designer,1,recognition,3,sansforgetica,occumeted,non-word,Probably not seen,1.0,not seen,occognality,8524.0,9.050640993218508,67,very easy to read,30-05-2019 12:41
167,2,2,True,Graphic designer,1,recognition,4,sansforgetica,mostly,word,Probably not seen,1.0,not seen,morning,3896.0,8.267705664762426,67,very easy to read,30-05-2019 12:41
168,2,2,True,Graphic designer,1,recognition,5,sansforgetica,martain,non-word,Sure seen,1.0,seen,martain,1735.0,7.45876269238096,67,very easy to read,30-05-2019 12:41
169,2,2,True,Graphic designer,1,recognition,6,sansforgetica,advice,word,Sure seen,1.0,seen,advice,1431.0,7.266128779556451,67,very easy to read,30-05-2019 12:41
